Name,Price,positive_ratio,total_reviews,Achievements,Metacritic_score,platform_count,is_free,Average_playtime_forever,Peak_CCU,Hours_watched,Avg_viewers,Peak_viewers,Streamers,watch_per_stream_hour,streaming_popularity,community_engagement,success
STAY,11.99,0.7006237006237006,481,31,80,2,0,0,2,245733,330.0,15028,133,456.75278810408923,12.412004929074003,35.845163066185556,0
Conqueror's Blade,0.0,0.7547625648540536,25249,48,80,1,1,2496,3076,17184280,1232.3157894736842,56150,34671,32.226648063132,16.659505628577886,72.14672896586136,0
Life is Strange 2,0.0,0.8482370975983649,27398,46,80,3,1,979,249,2518950,568.8333333333334,49183,19000,34.356033224675734,14.739353102981994,64.83838536035674,0
Phantom Abyss,24.99,0.8662759722962173,1877,18,80,1,0,240,17,726467,1010.0,35136,2036,82.43129467831612,13.495949714222661,52.15286621529314,1
Desperados III,49.99,0.9672082717872968,10155,36,86,3,0,6896,312,900772,1252.0,23242,1862,61.8619600302177,13.711008562561338,65.81050407874997,1
EverQuest,0.0,0.8002378121284186,1682,0,80,1,1,1724,644,841209,584.5,9502,991,35.489558283761546,13.642596610519385,47.336802076317866,0
Farmer's Dynasty,8.99,0.7552200449726951,3113,24,80,1,0,698,153,234041,314.0,24478,179,171.33308931185945,12.363255865413429,46.27175771690587,0
GTFO,31.99,0.845948973242066,40175,0,78,1,0,619,1825,3405724,1155.5,57986,21110,35.56669033794227,15.040968397074316,74.77065696214467,0
Duke Nukem Forever,3.99,0.6791297693232754,9147,62,54,2,0,411,59,180847,243.0,18349,45,967.096256684492,12.105412178430512,50.14126861339729,0
Radical Heights,0.0,0.6098291878933173,10011,0,80,1,1,124,1,3887738,2686.0,196312,27763,37.24493451998889,15.173338312679542,72.73598077997113,0
Darksiders III,59.99,0.7580448065173117,12275,64,70,1,0,1115,123,2498358,1725.0,77310,8979,47.71774547815956,14.731144674313631,70.17827699857392,0
Warframe,0.0,0.901742486735307,490965,193,69,1,1,9533,60270,185133688,2408.0,554440,1481314,14.078289486541635,19.036588765304938,102.04142913787385,1
SCARLET NEXUS,23.99,0.8511111111111112,10350,53,78,1,0,1065,242,1504430,2092.0,41026,7038,26.030902861888777,14.223925311587763,70.68930460794225,1
Ys VIII: Lacrimosa of DANA,59.99,0.870576829859428,4126,54,69,1,0,723,131,202881,282.0,5146,143,67.71728971962617,12.220379808226571,47.00007309759725,1
Perception,19.99,0.7245283018867924,530,33,80,1,0,141,1,161885,225.0,36938,703,85.6081438392385,11.994647662795147,34.01256714824644,0
Devil May Cry HD Collection,29.99,0.9123325795790572,5749,99,80,1,0,570,420,236415,318.0,16176,2526,28.497468659594986,12.373348244118857,49.90900071454173,1
Artifact,0.0,0.46607812311041236,24807,0,76,3,1,1517,31,10298657,3528.0,67321,23142,64.44353572076666,16.147524153449083,82.65914027696208,0
FINAL FANTASY VIII,11.99,0.8860321384425216,8090,45,80,1,0,1763,127,1621011,1102.5,143278,3824,44.031264430259405,14.298561203528166,63.045723998102076,1
The Council,0.0,0.8430026047833293,4223,42,67,1,1,248,55,229122,308.0,29687,674,117.13803680981596,12.342014256244116,47.86501651602826,0
MudRunner,19.99,0.8982518327559816,24826,62,80,1,0,925,559,219667,305.0,36489,2194,20.606660412757975,12.299872594600846,57.92089003360205,1
Outlast 2,29.99,0.907414114959182,35891,24,75,1,0,322,291,7099865,1396.857142857143,212319,65952,37.08915147810915,15.775586468594005,75.963346240374,1
PRO EVOLUTION SOCCER 2018,0.0,0.6195759368836292,4056,0,81,1,1,5759,76,338763,235.5,29038,3745,18.04522452458318,12.733058978735336,45.4121857806755,0
Borderlands 2,19.99,0.9372489845930431,264426,75,89,3,0,3019,4910,22916786,716.25,206508,277606,14.623047035769595,16.94738025673815,82.0962817408329,1
Sniper Elite 4,59.99,0.9058834657586077,42288,85,78,1,0,659,2598,855764,1275.0,40373,3662,42.093654697491395,13.659751084722595,76.17964191097028,1
Pro Soccer Online,9.99,0.8855480116391853,3093,8,80,1,0,599,787,619859,834.0,36182,84,1022.8696369636964,13.337248925071545,54.069849017051006,1
FINAL FANTASY VII,11.99,0.9293784018661666,21863,36,80,1,0,1804,608,17481692,544.1818181818181,142666,64124,33.28052116668539,16.676664777048572,62.96454460077549,1
Albion Online,0.0,0.7977895864061585,49493,143,72,3,1,2563,9406,178509245,4284.596491228071,44287,196594,54.32771489074456,19.00015095616181,90.40090349869483,0
Ben and Ed,9.99,0.8187972919155715,2511,19,80,1,0,146,21,111484,160.0,33114,290,156.57865168539325,11.621645331684471,39.7814739412272,0
The Outer Worlds,19.79,0.854107791683488,19816,68,82,1,0,982,1642,6294775,4265.5,76547,46809,22.252142220839637,15.655230641030803,82.70195417637274,1
The Guest,9.99,0.7660485021398002,701,20,68,2,0,275,1,99303,133.0,34720,177,239.2843373493976,11.505941131195783,32.10011587246537,0
ELDEN RING,59.99,0.8999355531686358,512050,42,94,1,0,5293,46431,590668921,24678.272727272728,908307,3007189,22.7972787640608,20.196766218738325,132.9567655965624,1
Days Gone,49.99,0.9302520568044856,38166,61,80,1,0,1748,2967,16638986,3249.714285714286,132741,96824,20.31391551386717,16.627259114100386,85.31173551712779,1
Void Bastards,29.99,0.8654359430604982,4496,24,81,2,0,854,37,928852,635.5,27664,4090,62.57845449033214,13.741705770614626,54.302355256585045,1
Beat Saber,29.99,0.9600651741371476,63829,26,93,1,0,1923,1364,9946518,525.6153846153846,151270,218803,11.391312314826374,16.11273319867702,69.3320949486958,1
Farm Together,19.99,0.9414938937801761,17605,56,80,3,0,9573,2637,445993,314.5,37932,1286,69.9596862745098,13.008060777996912,56.25262668850853,1
Dyson Sphere Program,19.99,0.9776263522318694,63691,100,80,1,0,3500,5269,1872392,1330.0,32120,5839,27.589950637294628,14.442727849883653,79.57521625980716,1
This War of Mine,19.99,0.9288171625158584,87493,55,83,3,0,793,1475,257056,357.0,17603,1419,44.08437660778597,12.457053129168886,66.916498957308,1
Valheim,19.99,0.9540459172990623,353418,0,80,2,0,2778,25035,89990692,4555.0,220135,536642,15.859732591350053,18.31521681183613,107.62260970607068,1
GWENT: The Witcher Card Game,0.0,0.8150493120662364,24639,46,80,1,1,907,1539,63386673,1335.8615384615384,49264,94631,61.75678785493262,17.964764208040144,72.78789502929345,0
Age of Wonders: Planetfall,49.99,0.8040377847749584,5399,80,81,2,0,3253,470,501000,674.0,11622,1379,47.3132495986401,13.124363376072994,55.988445646124774,0
Pummel Party,14.99,0.8931099084096586,38432,31,80,1,0,989,2544,41044143,1308.3953488372092,185358,225477,59.311316855777065,17.53015872838806,75.76861909817912,1
Die Young,19.99,0.7996277915632755,1612,48,80,1,0,791,9,160927,223.0,36777,176,257.4832,11.988712338971691,39.96961182652557,0
Rogue Legacy 2,24.99,0.8943356273160402,9445,36,88,1,0,1175,1688,6593688,4476.0,60861,9971,103.65315265747567,15.701623537412987,76.9495167076006,1
Northgard,29.99,0.8813706886929344,44795,203,81,3,0,1379,3105,521107,350.5,17243,2161,47.88706120198493,13.163712592919168,62.783528123553126,1
Construction Simulator 2015,14.99,0.8140489085836206,6093,51,80,3,0,1370,134,99531,143.0,38169,141,142.59455587392551,11.508234479482105,43.31222089355227,0
Craftopia,24.99,0.8088369070825211,15390,0,80,1,0,12038,1042,728696,1013.0,29912,6014,17.67006959431606,13.499013286729356,66.73543180354031,0
Among Us,3.99,0.9187737086961708,628725,24,85,1,0,1360,8713,659690733,17405.173076923078,776257,3082838,52.40180980616301,20.30728169831607,130.37131236068657,1
Moonlighter,4.79,0.8342578211670735,13521,67,74,3,0,567,326,1261324,859.5,30600,6429,40.54270193822121,14.047673313698644,64.27796461922463,0
Hearts of Iron IV,39.99,0.9203935411348189,190374,152,83,3,0,12245,42442,14180241,670.448275862069,25901,43912,40.9349670476229,16.467360145213178,79.1336051668982,1
Slay the Spire,24.99,0.9788649025069638,114880,46,89,3,0,4791,11641,80571598,1560.5352112676057,118742,258586,56.03967143334075,18.20465677565301,85.67954657115591,1
Some Some Convenience Store,14.99,0.9638025594149908,2735,25,80,1,0,660,16,342876,461.0,9903,800,73.21716848174248,12.745127061252422,48.55840842061577,1
Agents of Mayhem,29.99,0.5955678670360111,4332,49,68,1,0,856,21,318873,429.0,33811,1927,32.64799836183065,12.672551319414106,50.778230851668376,0
Songs of Conquest,29.99,0.8757378984651711,3388,0,80,2,0,481,849,709895,955.0,19892,1509,93.67841119028768,13.472873759415181,55.782487694774225,1
Golf It!,8.99,0.8944961280598721,19241,41,80,2,0,568,1385,11307068,615.6,145616,36242,133.98587510368526,16.240938663313194,63.37397604915452,1
20 Minutes Till Dawn,2.99,0.9306056959486563,9972,26,80,1,0,521,2874,911356,1267.0,29743,3616,74.37819309556843,13.722689976536513,65.79037030707346,1
Bridge Constructor Portal,1.99,0.9172145118091064,4107,26,77,3,0,241,38,963059,647.5,30617,1937,149.61301848687276,13.777870994135318,53.873665560044365,1
The Infectious Madness of Doctor Dekker,8.99,0.853763440860215,465,35,78,3,0,233,3,162777,219.0,33579,119,276.3616298811545,12.000142588283866,33.13944888612254,0
Rising Storm 2: Vietnam,24.99,0.8604849760689532,50353,132,81,1,0,1614,793,329940,225.0,43582,5989,15.041714155459312,12.706669129579417,58.68722904470853,1
Vampire: The Masquerade - Bloodlines,19.99,0.94909481986019,11158,0,80,1,0,893,109,878902,296.25,13684,845,147.3184713375796,13.686429817904518,53.07343461195477,1
Fallout 4,19.99,0.8119467852048996,282553,84,84,1,0,6780,23636,42191252,1152.32,144758,823565,8.468370700908993,17.557723482640316,88.49397686403259,0
Age of Darkness: Final Stand,21.99,0.8669354838709677,4216,0,80,1,0,564,265,685365,922.0,38958,701,140.1277857288898,13.437708281122775,56.98939680974536,1
Shenmue III,29.99,0.7673267326732673,808,64,69,1,0,0,12,955001,1328.0,25263,1405,77.48486815415822,13.769468713701512,48.15740484001966,0
Rust,39.99,0.8667056693475877,811910,90,69,2,0,16623,96112,1169678364,15250.380952380952,1373791,2039683,57.98506399667699,20.87999464625427,131.06981789880865,1
PRO EVOLUTION SOCCER 2019,0.0,0.5373412362404741,5905,0,80,1,1,3351,162,799290,548.0,26019,5317,26.037201120594176,13.591480363698347,54.77778622391784,0
Yakuza Kiwami,19.99,0.9338612368024133,13260,55,80,1,0,1653,515,2679040,524.5714285714286,53241,3465,94.06741573033707,14.80096945262763,59.466152282308144,1
Drug Dealer Simulator,19.99,0.8679349107774545,12721,0,59,1,0,1187,320,2159568,3003.0,60804,4863,73.52221427841896,14.585419222713147,75.6814779577188,1
Hurtworld,24.99,0.7622849724115547,30810,0,80,2,0,3039,247,217722,293.0,14893,1728,16.5341737545565,12.290978891619107,58.74336077310359,0
Harvester,5.99,0.9113796576032226,993,0,53,2,0,287,2,322907,217.0,12953,120,479.09050445103856,12.685122731911742,37.162369913910084,1
Yakuza 6: The Song of Life,19.99,0.939679547596607,3183,59,80,1,0,1273,232,2676485,913.5,22909,2734,80.68749811582407,14.800015298090143,54.99630681854403,1
RimWorld,34.99,0.9829190830244571,135707,0,87,3,0,10424,26495,112928846,1515.7549019607843,44934,263361,37.826026635582885,18.542268505783213,86.5608231835588,1
Phasmophobia,13.99,0.9701428543158626,454799,0,80,1,0,1611,22161,222137204,6196.163265306122,256449,3155998,14.165729128132208,19.218805789468696,113.75512291620672,1
Agony,14.99,0.4796488427773344,2506,35,47,1,0,157,6,487171,655.0,47635,2415,71.72717903415783,13.09637252246192,50.7661563183312,0
Curse of the Dead Gods,19.99,0.8721299894030378,5662,30,80,1,0,492,160,1791653,1205.0,28147,4003,71.95971563981043,14.398649773517459,61.3134821538633,1
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,29.99,0.9079351672515983,68669,53,80,1,0,1704,1056,1536568,736.6666666666666,34575,28383,24.680651482540398,14.245062566801128,73.54353804332648,1
Subnautica,29.99,0.9636341712178382,199033,17,87,2,0,1927,3642,42254740,1053.8181818181818,112385,370135,18.04249951749734,17.559227118489797,84.93427778605366,1
The Jackbox Party Pack 5,29.99,0.9323671497584541,2070,20,80,3,0,154,149,1196156,814.5,34796,6789,43.26217946399508,13.994624475780453,51.18879881997894,1
Age of Empires II: Definitive Edition,19.99,0.9457612885988015,104796,191,84,1,0,3547,19621,28295824,3513.0,154059,36840,73.6951020684554,17.158224825228594,94.37994598033333,1
MADiSON,34.99,0.8652694610778443,668,31,80,1,0,0,194,7569215,2553.5,90363,24002,71.56702658749668,15.83960005333953,51.041856117339535,0
Little Misfortune,19.99,0.8992954115827462,5819,35,57,3,0,232,21,701991,944.0,29288,1198,183.19180584551148,13.461677286931618,59.393302656224556,1
Worlds Adrift,0.0,0.6295136330140014,5428,0,80,1,1,3419,1,2183760,743.25,43814,2952,72.48995850622407,14.596559177624357,56.8632036810457,0
Tell Me Why,19.99,0.8458138963908667,8146,30,80,1,0,329,148,628808,874.0,40479,6499,15.030308824935462,13.351582832971804,61.0046299303976,0
The Dark Pictures Anthology: House of Ashes,29.99,0.8863636363636364,4796,30,80,1,0,282,151,7566175,5119.0,240871,22600,63.68137325040189,15.839198345865963,72.390581391813,1
ShellShock Live,6.99,0.9345360482854679,30154,0,80,3,0,1523,901,1216366,569.0,63570,2771,103.11681926076636,14.011379105183538,65.44956622729774,1
Wolcen: Lords of Mayhem,39.99,0.5619084042451478,62754,61,60,1,0,2810,172,9853491,7056.5,113848,21726,42.030981001049334,16.103336468088195,97.89675723993253,0
Farming Simulator 19,19.99,0.939755195715925,62744,0,73,2,0,11293,7477,25401862,1055.939393939394,210885,217840,10.741598909342477,17.050333075755738,76.92057166643954,1
Half-Life 2,9.99,0.9747560850364588,146055,33,96,3,0,606,1015,983990,441.0,162911,3965,58.97099364736905,13.7993720296511,72.4363062019088,1
Black Mesa,19.99,0.9551329350439149,84026,50,84,2,0,829,1004,1516286,1020.0,35028,5126,50.6881727619175,14.231775141250992,78.56195211737366,1
Miracle Snack Shop,9.99,0.9746478873239437,2130,0,80,1,0,208,3,374368,503.0,22437,661,113.78966565349545,12.832997221012237,47.691981463169576,1
Corpse Party,14.99,0.9030797101449275,1104,17,71,2,0,131,7,250546,337.0,17111,157,303.32445520581115,12.431401806658233,40.80557999225662,0
Five Nights at Freddy's: Security Breach,39.99,0.8381971378895279,37385,29,80,1,0,958,443,12919687,3505.2,182578,123434,29.408976784100556,16.374262907420338,85.94115252410279,0
Hand Simulator,1.99,0.84062353217473,34064,69,80,1,0,218,109,1973488,535.6,61470,11705,93.76130748764729,14.495313600215946,65.59306146345179,0
Hand of Fate,19.99,0.900245941957698,10165,53,78,3,0,357,24,373994,269.0,36902,543,210.10898876404494,12.831997707323346,51.655542673657735,1
Bayonetta,19.99,0.9217874442017285,21058,50,90,1,0,902,199,396836,551.0,24966,1909,42.82248839969785,12.89128089601346,62.85189672668932,1
Prominence Poker,0.0,0.8528813559322034,5900,55,80,1,1,356,267,315572,438.0,25841,998,84.37754010695187,12.662145312963334,52.83096066169318,1
Total War: WARHAMMER III,59.99,0.5811625526106245,43955,95,86,3,0,2263,9174,15481918,2420.6666666666665,73690,26686,56.624659398053495,16.555183384850924,83.3060977238878,0
Deponia Doomsday,1.99,0.862792820200791,3287,36,76,3,0,183,33,298823,402.0,28013,320,142.56822519083968,12.607610050300359,48.57959677873962,1
Resident Evil 2,39.99,0.9713105866194384,110668,44,89,1,0,1077,1659,47617198,1993.4242424242425,314244,416453,20.14394248020282,17.678704577469432,88.24672968769802,1
Dishonored 2,29.99,0.8779696748560772,49332,50,86,1,0,994,756,2540883,1762.0,86255,9568,37.700238883036334,14.74802260994187,80.774993215652,1
Wasteland 3,39.99,0.8380249192431933,15169,86,85,3,0,2046,923,2557181,1742.5,52734,6558,39.60201015920213,14.754416428901084,71.85311757477552,0
DEATHLOOP,59.99,0.7734277384423157,21609,54,87,1,0,781,347,5285183,7350.0,145605,11199,60.14433001422475,15.48041799219604,88.85597880369826,0
Marvel vs. Capcom: Infinite,39.99,0.6223194748358862,2285,47,69,1,0,309,15,3826507,1314.25,47255,9997,105.78936164330541,15.15746319591332,55.54791580043531,0
The Escapists 2,19.99,0.9021885521885522,23760,58,75,3,0,467,1288,1081662,737.0,54879,4378,64.15171104916672,13.894010229615963,66.54002286817953,1
Psychonauts 2,59.99,0.9788273615635179,7368,57,89,3,0,903,132,1091485,1469.0,44798,6546,23.987626917498133,13.90305062850417,64.94459440059964,1
Hitman: Blood Money,9.99,0.9421336414404006,10386,0,82,1,0,556,86,93954,126.0,19504,260,109.24883720930232,11.450571223223253,44.8005453424581,1
Call of the Sea,19.99,0.9043839758125473,2646,34,78,1,0,209,44,515643,694.0,45252,1806,61.53257756563246,13.153171883877043,51.57376157020835,1
Project Highrise,19.99,0.8429291589280976,3769,88,73,2,0,631,87,205267,285.0,28568,346,164.60866078588612,12.23207172139879,46.57613262967162,0
THE KING OF FIGHTERS XV,59.99,0.8074240159441953,4014,49,80,1,0,649,649,4529177,1598.5,30762,15979,47.715729034976825,15.32605102404027,61.21652000246312,0
TUNIC,29.99,0.9235654840122646,4566,36,85,2,0,1083,303,1649835,1124.5,30645,16753,20.085157410338194,14.316186446997465,59.2052284849112,1
NBA 2K16,0.0,0.5150284321689683,7386,50,80,1,1,5356,61,26743859,3658.0,33636,362676,13.62723576200109,17.101815472249346,73.08536015929432,0
Dota Underlords,0.0,0.8256117015300964,89014,0,80,3,1,2706,2875,21498588,3264.6666666666665,62860,60038,51.377823874811504,16.88349786303731,92.21206656861067,0
Viscera Cleanup Detail,12.99,0.9316371271537084,16193,85,80,2,0,632,305,250781,337.0,36637,69,229.8634280476627,12.432339314830362,56.43926722411861,1
Mortal Shell,29.99,0.7461538461538462,3120,37,80,1,0,312,34,4660349,3135.5,138779,12987,60.19334048021906,15.354601110577555,64.776507445983,0
In Sound Mind,34.99,0.9509559434746467,1203,32,75,1,0,833,25,826394,1112.0,57773,1434,70.75291095890411,13.624828146430444,49.75891656894856,1
The Walking Dead: A New Frontier,14.99,0.8044289229303913,12599,30,81,1,0,537,55,1469066,400.2,26041,7303,48.35635286372614,14.200138063373942,56.59640744259262,0
Death's Door,19.99,0.9416163618343995,11099,24,85,1,0,394,157,1350342,1817.0,54916,4463,47.38208358188007,14.115869192217335,69.91141179837703,1
Overlord II,9.99,0.8866271579489822,3881,0,79,1,0,485,74,203475,282.0,17774,40,1218.4131736526947,12.22330334079184,46.654570245639235,1
Starbase,34.99,0.6381296200790786,5817,0,80,1,0,2008,182,1175752,1582.0,27604,1417,39.55697607913064,13.977419351366871,63.86306812822212,0
Devil Daggers,9.99,0.9558062375580624,7535,1,83,3,0,400,22,180538,242.0,32223,520,139.19660755589823,12.103702099898067,49.03901389385025,1
DNF Duel,49.99,0.6824109975326048,2837,44,80,1,0,1258,1075,3760244,1701.3333333333333,48533,13281,50.144609804235344,15.139994672817753,59.15241327905182,0
Teamfight Manager,9.99,0.8659038901601831,4370,30,80,2,0,703,158,1934496,2603.0,61407,1658,161.82834197758072,14.475357902333185,65.928662910571,1
MONSTER HUNTER RISE,59.99,0.8660522486314185,43293,92,87,1,0,4462,99009,60582431,4137.55,129540,379269,16.257280597239216,17.91951550802003,88.90888276478776,1
Arcanum: Of Steamworks and Magick Obscura,5.99,0.8752922837100545,1283,0,81,1,0,2001,32,310380,431.0,12070,36,1304.1176470588234,12.645555854077504,43.436185166504984,1
Battle Chasers: Nightwar,29.99,0.8792700046794572,6411,48,78,3,0,1003,44,788908,1061.0,31478,2073,46.64230814709708,13.578406257308131,61.0801800173345,1
PAYDAY 2,9.99,0.8927425437092904,583400,1287,79,2,0,6177,45663,1943799,221.16666666666666,36544,63461,6.604956268221574,14.480155378051506,71.73931258166228,1
Worms Revolution,6.74,0.8672474320634508,7691,34,73,1,0,337,81,504425,228.66666666666666,35226,629,315.265625,13.131176428136184,48.64660876990855,1
Counter-Strike,9.99,0.9747693124084865,203522,0,88,3,0,10524,13230,876395705,74906.4375,1548040,2131765,59.87858777940631,20.591328266084354,137.19705243421754,1
Cat Goes Fishing,6.99,0.9424960954138861,7043,53,80,1,0,322,119,343256,234.0,21912,226,549.2096,12.746234716721622,48.37155350782601,1
Detention,11.99,0.8042391223225613,13399,8,83,3,0,219,17,617452,831.0,38085,1791,108.40098314606742,13.333358231227177,63.89664682890456,0
Left 4 Dead 2,9.99,0.9745084250882152,635661,101,89,3,0,2166,44449,12387784,580.8275862068965,145489,209620,15.2766807046535,16.332221464419295,85.06750727452452,1
Gas Station Simulator,19.99,0.8673965054737911,13793,91,72,1,0,645,469,7309097,2037.0,120681,17629,79.6458210744252,15.804630431499607,72.63112734302494,1
Devil May Cry 5,29.99,0.9493084167157151,81552,55,89,1,0,2049,2382,7179148,3225.3333333333335,144037,50400,23.331571883094302,15.78669141032304,91.36662759464397,1
Hyper Light Drifter,19.99,0.9376650818806128,15144,23,84,3,0,433,52,256429,356.0,29068,2670,22.265260050360336,12.454611001864325,56.575709189650865,1
Battlefleet Gothic: Armada,2.99,0.6841515773753967,5357,50,77,1,0,1008,28,122976,171.0,5338,625,31.41951967296883,11.719752624999476,44.198168868922195,0
Late Shift,4.93,0.8667820069204152,7514,20,79,2,0,185,49,904056,418.6666666666667,61033,1983,182.490109002826,13.714647690483895,53.90011140303348,1
Descenders,24.99,0.941728352556378,11618,42,78,3,0,849,299,248957,371.0,43300,484,184.54929577464787,12.425039486520873,55.40319608853453,1
Yooka-Laylee,5.99,0.7591304347826087,4600,35,73,3,0,828,24,672344,935.0,36126,4491,24.359407267852614,13.418526880621405,57.70238299444371,0
Hob,19.99,0.8910006869704603,4367,37,76,1,0,408,15,153619,206.0,39805,986,32.56019499788046,11.942237299552673,44.69917164755856,1
Total War: THREE KINGDOMS,59.99,0.7070333910679442,91222,99,85,3,0,6223,7088,9006573,4088.3333333333335,62063,9004,96.29608681706404,16.013465313100234,94.97912178394307,0
Guacamelee! Gold Edition,14.99,0.9319846529473317,5734,60,88,3,0,253,8,233899,314.0,143685,41,1392.2559523809523,12.36264895257227,49.78473691887816,1
Tomb Raider II,6.99,0.8691489361702127,1880,0,80,1,0,47,45,261718,352.0,17637,126,278.12752391073326,12.475026688099103,44.23058103546389,1
Blackwake,4.99,0.8229626824855905,23769,39,80,2,0,372,48,2009243,937.3333333333334,55486,5160,76.35642623698412,14.51326908988163,68.96243344816513,0
V Rising,19.99,0.8852309516209931,43862,0,80,1,0,1649,11062,30098324,6780.0,137720,88318,36.94083859145699,17.219980080330174,94.29554254225383,1
Monstrum,17.99,0.9141193595342066,2748,16,80,3,0,233,21,246857,168.5,34880,373,240.13326848249028,12.41656855150702,40.64702377034857,1
Dead by Daylight,7.99,0.8141389004101571,607572,203,80,1,0,8942,46073,1400273078,19182.11,256602,7385576,17.671932359280635,21.059933110975162,131.3316419385968,0
Dungeons & Dragons: Dark Alliance,29.99,0.4971991933676899,4463,54,80,1,0,143,31,1967471,2736.0,192661,11301,29.448309410127074,14.492260027914488,66.51286829268734,0
MapleStory,0.0,0.6997984512570277,9427,0,80,1,1,1741,4719,160798058,2116.105769230769,107397,312865,32.06594057439408,18.895659843740763,70.07993947418534,0
The Walking Dead: Saints & Sinners,39.99,0.8868282117232977,7387,45,80,1,0,262,137,515711,742.0,16314,1700,77.05229344090841,13.153303749110965,58.88551767263747,1
Rebel Galaxy Outlaw,29.99,0.639344262295082,671,26,77,1,0,502,17,426154,573.0,28382,746,88.45039435450394,12.962558408839492,41.357258511642,0
The Town of Light,18.99,0.7941176470588235,2244,20,64,1,0,219,3,100594,135.0,22452,204,184.57614678899083,11.518857833623336,37.9083088505771,0
Ghostrunner,29.99,0.9173551762505623,42241,45,81,1,0,499,335,1969433,1339.5,80175,16192,30.16577572870556,14.493256749788179,76.69692509642951,1
Quiplash 2 InterLASHional,9.99,0.9098360655737705,244,10,80,3,0,102,16,764299,1063.0,136117,308,1073.4536516853932,13.546715661230975,38.34261814857416,0
Company of Heroes 2,19.99,0.7843128972988955,94702,452,80,3,0,2634,7055,1433728,218.44444444444446,7336,6375,24.592246998284732,14.17578930041348,61.77391420017138,0
60 Parsecs!,4.99,0.8631881676253081,2434,44,68,2,0,243,88,529688,736.0,31960,606,283.71076593465455,13.180045320845403,51.48501304660264,1
Zombie Army 4: Dead War,49.99,0.8373402642408491,4617,70,74,1,0,486,710,612082,880.0,27709,2297,37.404179907113175,13.32462317321381,57.216645139950586,0
Stellaris,39.99,0.879356970028391,133493,135,78,3,0,7446,15138,4442289,675.2222222222222,32618,19476,28.462709996540102,15.306680567212727,76.90676339908404,1
Kenshi,29.99,0.9506285074913897,57199,0,75,1,0,4147,3924,4130339,807.0,20595,6387,63.552476496745705,15.233870286003949,73.3343025961165,1
VVVVVV,4.99,0.9625650305360778,8842,19,81,3,0,169,16,165691,223.0,159812,101,557.8821548821549,12.017885922224997,49.177692024471945,1
Planet Coaster,11.24,0.9126169332044712,54839,32,84,2,0,1738,2670,5614576,1289.8333333333333,57195,11460,63.401418311576855,15.540876809389957,78.16438280099663,1
Temtem,41.99,0.8674787972243639,32425,47,80,1,0,3434,928,6429959,2947.0,97027,31901,28.70555855658781,15.67647887535464,82.97824991712068,1
Katana ZERO,14.99,0.9825527439213018,48489,22,83,2,0,346,165,665019,924.0,28571,2607,64.38991092176607,13.407572394373712,73.68741551351957,1
Stumble Guys,0.0,0.8912617737573441,32169,0,80,1,1,214,27703,20429353,1643.4705882352941,80111,564771,15.513980870800061,16.832483346127454,76.85674076949898,1
Layers of Fear 2,19.99,0.7217183770883054,2095,32,70,1,0,79,5,2011638,910.3333333333334,46426,9201,61.3173408114122,14.514460370644208,52.118963875661414,0
Wargroove,19.99,0.8466271649954421,4388,23,82,1,0,663,89,524986,782.0,30241,2696,36.3765243902439,13.171128779362418,55.88273902565086,0
Hot Lava,19.99,0.9347219239853983,4657,41,80,1,0,257,31,422810,588.0,42570,1410,112.09172852598091,12.954680549669112,53.87436546357556,1
Mighty No. 9,2.99,0.49592169657422513,3065,70,52,3,0,605,2,526752,359.0,176744,2618,53.1,13.174487026951594,47.254402821723424,0
Yakuza 0,19.99,0.9506737809627668,51352,55,86,1,0,2017,1368,9227410,529.5833333333334,57480,21780,52.772989573980134,16.037689068757143,68.0505578226411,1
Outer Wilds,24.99,0.9530825082508251,37875,31,85,1,0,755,748,2050203,939.0,32318,6357,46.26013673593718,14.533449858358702,72.16976501844891,1
Half-Life: Alyx,59.99,0.9847025807516645,72692,42,93,1,0,802,930,5262339,3552.0,303620,16339,60.42067856937827,15.476086352710094,91.51708283752787,1
The Bunker,4.41,0.7077769049489395,1273,28,57,2,0,250,5,405557,278.5,39468,852,205.44934143870313,12.913019175601551,40.275497929796856,0
Night in the Woods,19.99,0.9355163727959698,13895,31,88,3,0,608,89,1453278,661.0,140021,2708,110.61637996650936,14.189332940637158,61.96065245264931,1
PC Building Simulator,19.99,0.9420230729131253,44121,94,80,1,0,939,947,729188,501.0,45622,4279,44.7821654486274,13.499688236648181,66.50614853699474,1
Tricky Towers,14.99,0.9062602694709169,12172,29,80,3,0,718,162,3576225,972.4,92733,4073,366.86756257693884,15.089818612383707,64.72747202614379,1
Telling Lies,19.99,0.6681175190424374,919,11,84,2,0,202,6,510276,686.0,34822,596,220.7076124567474,13.142708994509759,44.57909014776174,0
Outlast,19.99,0.9630022588815114,87654,14,80,3,0,319,359,9480485,459.9642857142857,100468,208875,14.599714180555962,16.06474613873994,69.80432685039295,1
Serious Sam 4,39.99,0.8305727235269881,12135,54,80,1,0,691,121,580536,807.0,52457,2061,48.26136835979716,13.271708816245654,62.95520316160709,0
ELEX II,49.99,0.7621512798389416,3477,50,80,1,0,1982,605,1153943,1553.0,51865,1528,64.22926639207392,13.958696198009632,59.921945734378184,0
